dataset,task_type,candidate_order,candidate,family,model_class,params
tdc_caco2_wang,regression,8,rf_120_d20_leaf2,bagging,RandomForestRegressor,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""criterion"": ""squared_error"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 120, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,9,et_60_sqrt,bagging,ExtraTreesRegressor,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""criterion"": ""squared_error"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 60, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,10,et_90_d12,bagging,ExtraTreesRegressor,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""criterion"": ""squared_error"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 90, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,11,et_90_leaf2,bagging,ExtraTreesRegressor,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""criterion"": ""squared_error"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 90, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,12,et_120_d20_leaf2,bagging,ExtraTreesRegressor,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""criterion"": ""squared_error"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 120, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,13,histgb_lr0.05,boosting,HistGradientBoostingRegressor,"{""categorical_features"": ""from_dtype"", ""early_stopping"": ""auto"", ""interaction_cst"": null, ""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_bins"": 255, ""max_depth"": null, ""max_features"": 1.0, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20, ""monotonic_cst"": null, ""n_iter_no_change"": 10, ""quantile"": null, ""random_state"": 113, ""scoring"": ""loss"", ""tol"": 1e-07, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,14,histgb_lr0.1,boosting,HistGradientBoostingRegressor,"{""categorical_features"": ""from_dtype"", ""early_stopping"": ""auto"", ""interaction_cst"": null, ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_bins"": 255, ""max_depth"": null, ""max_features"": 1.0, ""max_iter"": 80, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20, ""monotonic_cst"": null, ""n_iter_no_change"": 10, ""quantile"": null, ""random_state"": 113, ""scoring"": ""loss"", ""tol"": 1e-07, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,15,gb_lr0.05_d2,boosting,GradientBoostingRegressor,"{""alpha"": 0.9, ""ccp_alpha"": 0.0, ""criterion"": ""friedman_mse"", ""init"": null, ""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_depth"": 2, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""n_estimators"": 80, ""n_iter_no_change"": null, ""random_state"": 113, ""subsample"": 1.0, ""tol"": 0.0001, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,16,gb_lr0.1_d3,boosting,GradientBoostingRegressor,"{""alpha"": 0.9, ""ccp_alpha"": 0.0, ""criterion"": ""friedman_mse"", ""init"": null, ""learning_rate"": 0.1, ""loss"": ""squared_error"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""n_estimators"": 80, ""n_iter_no_change"": null, ""random_state"": 113, ""subsample"": 1.0, ""tol"": 0.0001, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_caco2_wang,regression,17,lgbm_60_l15,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 60, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_caco2_wang,regression,18,lgbm_90_l31,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 90, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_caco2_wang,regression,19,lgbm_60_l63,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.08, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 60, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_caco2_wang,regression,20,lgbm_100_leaf10,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 10, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_caco2_wang,regression,21,lgbm_100_leaf30,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 30, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_caco2_wang,regression,22,lgbm_80_ff0.7,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""feature_fraction"": 0.7, ""importance_type"": ""split"", ""learning_rate"": 0.07, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_caco2_wang,regression,23,lgbm_80_bag0.8,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.07, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 0.8, ""subsample_for_bin"": 200000, ""subsample_freq"": 1, ""verbosity"": -1}"
tdc_caco2_wang,regression,24,lgbm_120_l15,boosting,LGBMRegressor,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.04, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 120, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_caco2_wang,regression,25,xgb_60_d3,boosting,XGBRegressor,"{""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 0.8, ""device"": null, ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": null, ""feature_types"": null, ""feature_weights"": null, ""gamma"": null, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.08, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 3, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 60, ""n_jobs"": 2, ""num_parallel_tree"": null, ""objective"": ""reg:squarederror"", ""random_state"": 113, ""reg_alpha"": null, ""reg_lambda"": null, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.9, ""tree_method"": null, ""validate_parameters"": null, ""verbosity"": null}"
tdc_caco2_wang,regression,26,xgb_80_d5,boosting,XGBRegressor,"{""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 0.8, ""device"": null, ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": null, ""feature_types"": null, ""feature_weights"": null, ""gamma"": null, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.06, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 5, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 80, ""n_jobs"": 2, ""num_parallel_tree"": null, ""objective"": ""reg:squarederror"", ""random_state"": 113, ""reg_alpha"": null, ""reg_lambda"": null, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.9, ""tree_method"": null, ""validate_parameters"": null, ""verbosity"": null}"
tdc_caco2_wang,regression,27,xgb_100_d3,boosting,XGBRegressor,"{""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 1.0, ""device"": null, ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": null, ""feature_types"": null, ""feature_weights"": null, ""gamma"": null, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.05, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 3, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 100, ""n_jobs"": 2, ""num_parallel_tree"": null, ""objective"": ""reg:squarederror"", ""random_state"": 113, ""reg_alpha"": null, ""reg_lambda"": null, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.8, ""tree_method"": null, ""validate_parameters"": null, ""verbosity"": null}"
tdc_caco2_wang,regression,28,xgb_60_d6,boosting,XGBRegressor,"{""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 0.7, ""device"": null, ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": null, ""feature_types"": null, ""feature_weights"": null, ""gamma"": null, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.08, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 6, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 60, ""n_jobs"": 2, ""num_parallel_tree"": null, ""objective"": ""reg:squarederror"", ""random_state"": 113, ""reg_alpha"": null, ""reg_lambda"": null, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.8, ""tree_method"": null, ""validate_parameters"": null, ""verbosity"": null}"
tdc_caco2_wang,regression,29,cat_60_d4,boosting,CatBoostRegressor,"{""depth"": 4, ""iterations"": 60, ""learning_rate"": 0.08, ""loss_function"": ""RMSE"", ""random_seed"": 113, ""thread_count"": 2, ""verbose"": false}"
tdc_caco2_wang,regression,30,cat_80_d6,boosting,CatBoostRegressor,"{""depth"": 6, ""iterations"": 80, ""learning_rate"": 0.06, ""loss_function"": ""RMSE"", ""random_seed"": 113, ""thread_count"": 2, ""verbose"": false}"
tdc_caco2_wang,regression,31,cat_100_d4,boosting,CatBoostRegressor,"{""depth"": 4, ""iterations"": 100, ""learning_rate"": 0.05, ""loss_function"": ""RMSE"", ""random_seed"": 113, ""thread_count"": 2, ""verbose"": false}"
tdc_caco2_wang,regression,32,cat_60_d8,boosting,CatBoostRegressor,"{""depth"": 8, ""iterations"": 60, ""learning_rate"": 0.08, ""loss_function"": ""RMSE"", ""random_seed"": 113, ""thread_count"": 2, ""verbose"": false}"
tdc_hia_hou,classification,1,logreg_l2_c0.1,linear,LogisticRegression,"{""C"": 0.1, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,2,logreg_l2_c1,linear,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,3,logreg_l2_c10,linear,LogisticRegression,"{""C"": 10.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,4,logreg_l1_c1,linear,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l1"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,5,rf_60_sqrt,bagging,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 60, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,6,rf_90_d12,bagging,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 90, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,7,rf_90_leaf2,bagging,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 90, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,8,rf_120_d20_leaf2,bagging,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 120, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,9,et_60_sqrt,bagging,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 60, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,10,et_90_d12,bagging,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 90, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,11,et_90_leaf2,bagging,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 90, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,12,et_120_d20_leaf2,bagging,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 120, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 113, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,13,histgb_lr0.05,boosting,HistGradientBoostingClassifier,"{""categorical_features"": ""from_dtype"", ""class_weight"": null, ""early_stopping"": ""auto"", ""interaction_cst"": null, ""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_bins"": 255, ""max_depth"": null, ""max_features"": 1.0, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20, ""monotonic_cst"": null, ""n_iter_no_change"": 10, ""random_state"": 113, ""scoring"": ""loss"", ""tol"": 1e-07, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,14,histgb_lr0.1,boosting,HistGradientBoostingClassifier,"{""categorical_features"": ""from_dtype"", ""class_weight"": null, ""early_stopping"": ""auto"", ""interaction_cst"": null, ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""loss"": ""log_loss"", ""max_bins"": 255, ""max_depth"": null, ""max_features"": 1.0, ""max_iter"": 80, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20, ""monotonic_cst"": null, ""n_iter_no_change"": 10, ""random_state"": 113, ""scoring"": ""loss"", ""tol"": 1e-07, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,15,gb_lr0.05_d2,boosting,GradientBoostingClassifier,"{""ccp_alpha"": 0.0, ""criterion"": ""friedman_mse"", ""init"": null, ""learning_rate"": 0.05, ""loss"": ""log_loss"", ""max_depth"": 2, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""n_estimators"": 80, ""n_iter_no_change"": null, ""random_state"": 113, ""subsample"": 1.0, ""tol"": 0.0001, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,16,gb_lr0.1_d3,boosting,GradientBoostingClassifier,"{""ccp_alpha"": 0.0, ""criterion"": ""friedman_mse"", ""init"": null, ""learning_rate"": 0.1, ""loss"": ""log_loss"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""n_estimators"": 80, ""n_iter_no_change"": null, ""random_state"": 113, ""subsample"": 1.0, ""tol"": 0.0001, ""validation_fraction"": 0.1, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,17,lgbm_60_l15,boosting,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 60, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,18,lgbm_90_l31,boosting,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 90, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,19,lgbm_60_l63,boosting,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.08, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 60, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,20,lgbm_100_leaf10,boosting,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 10, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,21,lgbm_100_leaf30,boosting,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 30, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 100, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,22,lgbm_80_ff0.7,boosting,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""feature_fraction"": 0.7, ""importance_type"": ""split"", ""learning_rate"": 0.07, ""max_depth"": -1, ""min_child_samples"": 20, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 113, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
